주문일자,주문번호,매장코드,매장명,지역,채널,상품코드,카테고리,상품명,색상,사이즈,수량,정상가,할인율,판매단가,매출액,고객ID,성별,연령,회원등급,결제수단,주문상태
2025-04-28,O102021,S001,강남플래그십,서울,오프라인,SKU00036,상의,맨투맨,BROWN,XL,1,79000,0,79000,79000,C59525,M,50,SILVER,카드,정상
2025-04-28,O102022,S008,고양스타필드,경기,오프라인,SKU00136,액세서리,선글라스,RED,FREE,2,119000,0,119000,238000,C16364,F,40,SILVER,현금,정상
2025-04-28,O102023,S018,김해아울렛,부산,아울렛,SKU00066,원피스,롱 원피스,BROWN,S,1,159000,40,95000,95000,C54648,F,20,비회원,카드,정상
2025-04-28,O102024,S017,파주아울렛,경기,아울렛,SKU00034,상의,맨투맨,GREY,M,1,79000,30,55000,55000,C52465,F,50,VIP,현금,정상
2025-04-28,O102024,S017,파주아울렛,경기,아울렛,SKU00109,가방,클러치,WHITE,FREE,1,99000,50,49000,49000,C52465,F,50,VIP,현금,정상
2025-04-28,O102025,S018,김해아울렛,부산,아울렛,SKU00032,상의,후드티,BROWN,S,2,89000,40,53000,106000,C98963,F,20,일반,카드,정상
2025-04-28,O102026,S003,홍대점,서울,오프라인,SKU00148,액세서리,양말 세트,IVORY,FREE,1,19000,0,19000,19000,C52733,M,30,VIP,카드,정상
2025-04-28,O102026,S003,홍대점,서울,오프라인,SKU00145,액세서리,양말 세트,GREY,FREE,1,19000,0,19000,19000,C52733,M,30,VIP,카드,정상
2025-04-28,O102027,S017,파주아울렛,경기,아울렛,SKU00105,가방,미니백,KHAKI,FREE,1,149000,60,59000,59000,C19999,F,40,SILVER,간편결제,정상
2025-04-28,O102028,S104,SSF샵입점,온라인,온라인,SKU00050,아우터,블레이저,DENIM_BLUE,S,-1,259000,0,259000,-259000,C50594,F,20,일반,카드,반품
2025-04-28,O102028,S104,SSF샵입점,온라인,온라인,SKU00002,데님,청바지 슬림핏,BLACK,XS,1,89000,10,80000,80000,C50594,F,20,일반,카드,정상
2025-04-28,O102029,S017,파주아울렛,경기,아울렛,SKU00041,아우터,트렌치코트,GREY,XS,1,329000,40,197000,197000,C54364,F,25,일반,카드,정상
2025-04-28,O102030,S012,대구동성로점,대구,오프라인,SKU00018,데님,데님 셔츠,DENIM_BLUE,XS,2,89000,0,89000,178000,C18758,M,25,비회원,카드,정상
2025-04-28,O102030,S012,대구동성로점,대구,오프라인,SKU00034,상의,맨투맨,GREY,L,-1,79000,10,71000,-71000,C18758,M,25,비회원,카드,반품
2025-04-28,O102030,S012,대구동성로점,대구,오프라인,SKU00026,상의,크롭 티,NAVY,M,1,39000,10,35000,35000,C18758,M,25,비회원,카드,정상
2025-04-28,O102031,S015,제주연동점,제주,오프라인,SKU00124,신발,샌들,IVORY,270,2,129000,0,129000,258000,C32388,F,25,VIP,카드,정상
2025-04-28,O102032,S018,김해아울렛,부산,아울렛,SKU00037,상의,폴로셔츠,KHAKI,S,1,69000,30,48000,48000,C34725,F,20,GOLD,상품권,정상
2025-04-28,O102032,S018,김해아울렛,부산,아울렛,SKU00003,데님,청바지 슬림핏,GREY,L,1,89000,30,62000,62000,C34725,F,20,GOLD,상품권,정상
2025-04-28,O102032,S018,김해아울렛,부산,아울렛,SKU00086,하의,롱 스커트,KHAKI,L,3,99000,30,69000,207000,C34725,F,20,GOLD,상품권,정상
2025-04-28,O102033,S013,광주충장로점,광주,오프라인,SKU00002,데님,청바지 슬림핏,BLACK,XS,1,89000,10,80000,80000,C45113,M,25,일반,상품권,정상
2025-04-28,O102034,S014,대전둔산점,대전,오프라인,SKU00019,데님,데님 셔츠,BEIGE,XL,1,89000,0,89000,89000,C73358,F,20,일반,간편결제,정상
2025-04-28,O102035,S005,여의도IFC점,서울,오프라인,SKU00001,데님,청바지 슬림핏,WHITE,M,1,89000,20,71000,71000,C56246,F,25,일반,상품권,정상
2025-04-29,O102036,S101,공식몰,온라인,온라인,SKU00083,하의,미니 스커트,GREY,XS,1,69000,20,55000,55000,C31171,M,45,GOLD,간편결제,정상
2025-04-29,O102037,S102,무신사입점,온라인,온라인,SKU00086,하의,롱 스커트,KHAKI,L,1,99000,20,79000,79000,C20915,F,35,일반,상품권,정상
2025-04-29,O102037,S102,무신사입점,온라인,온라인,SKU00080,하의,조거 팬츠,NAVY,S,1,89000,20,71000,71000,C20915,F,35,일반,상품권,정상
2025-04-29,O102038,S008,고양스타필드,경기,오프라인,SKU00018,데님,데님 셔츠,DENIM_BLUE,S,1,89000,0,89000,89000,C30768,M,25,일반,카드,정상
2025-04-29,O102038,S008,고양스타필드,경기,오프라인,SKU00121,신발,부츠,NAVY,265,1,259000,10,233000,233000,C30768,M,25,일반,카드,정상
2025-04-29,O102039,S015,제주연동점,제주,오프라인,SKU00088,하의,롱 스커트,WHITE,M,1,99000,0,99000,99000,C43801,F,25,SILVER,카드,정상
2025-04-29,O102040,S006,분당현대점,경기,오프라인,SKU00079,하의,조거 팬츠,WHITE,S,2,89000,20,71000,142000,C59334,F,30,GOLD,간편결제,정상
2025-04-29,O102040,S006,분당현대점,경기,오프라인,SKU00012,데님,데님 자켓,IVORY,S,1,159000,0,159000,159000,C59334,F,30,GOLD,간편결제,정상
2025-04-29,O102041,S008,고양스타필드,경기,오프라인,SKU00121,신발,부츠,NAVY,260,2,259000,10,233000,466000,C79984,F,35,일반,현금,정상
2025-04-29,O102042,S002,명동점,서울,오프라인,SKU00059,원피스,미니 원피스,BEIGE,L,1,129000,0,129000,129000,C11243,M,20,GOLD,상품권,정상
2025-04-29,O102042,S002,명동점,서울,오프라인,SKU00104,가방,미니백,WHITE,FREE,1,149000,20,119000,119000,C11243,M,20,GOLD,상품권,정상
2025-04-29,O102043,S005,여의도IFC점,서울,오프라인,SKU00106,가방,미니백,GREY,FREE,1,149000,0,149000,149000,C44301,M,25,일반,카드,정상
2025-04-29,O102044,S003,홍대점,서울,오프라인,SKU00120,신발,부츠,BROWN,245,1,259000,10,233000,233000,C45183,F,45,GOLD,카드,정상
2025-04-29,O102044,S003,홍대점,서울,오프라인,SKU00118,신발,로퍼,KHAKI,240,1,189000,0,189000,189000,C45183,F,45,GOLD,카드,정상
2025-04-29,O102045,S003,홍대점,서울,오프라인,SKU00017,데님,데님 셔츠,KHAKI,XL,1,89000,0,89000,89000,C53025,M,30,일반,카드,정상
2025-04-29,O102046,S007,수원AK점,경기,오프라인,SKU00079,하의,조거 팬츠,WHITE,S,1,89000,0,89000,89000,C90061,M,50,SILVER,상품권,정상
2025-04-29,O102046,S007,수원AK점,경기,오프라인,SKU00083,하의,미니 스커트,GREY,XL,1,69000,0,69000,69000,C90061,M,50,SILVER,상품권,정상
2025-04-29,O102046,S007,수원AK점,경기,오프라인,SKU00124,신발,샌들,IVORY,265,1,129000,0,129000,129000,C90061,M,50,SILVER,상품권,정상
2025-04-29,O102046,S007,수원AK점,경기,오프라인,SKU00064,원피스,롱 원피스,KHAKI,XL,1,159000,0,159000,159000,C90061,M,50,SILVER,상품권,정상
2025-04-29,O102047,S006,분당현대점,경기,오프라인,SKU00052,아우터,가디건,BROWN,S,1,139000,0,139000,139000,C70944,F,30,일반,카드,정상
2025-04-29,O102047,S006,분당현대점,경기,오프라인,SKU00015,데님,데님 스커트,BLACK,L,1,79000,0,79000,79000,C70944,F,30,일반,카드,정상
2025-04-29,O102048,S103,29CM입점,온라인,온라인,SKU00082,하의,미니 스커트,KHAKI,M,1,69000,0,69000,69000,C29090,M,30,SILVER,간편결제,정상
2025-04-29,O102049,S010,부산서면점,부산,오프라인,SKU00016,데님,데님 스커트,BEIGE,L,1,79000,0,79000,79000,C42582,F,30,비회원,카드,정상
2025-04-29,O102050,S009,인천신세계점,인천,오프라인,SKU00005,데님,청바지 슬림핏,DENIM_BLUE,M,1,89000,0,89000,89000,C39443,M,25,SILVER,간편결제,정상
2025-04-29,O102050,S009,인천신세계점,인천,오프라인,SKU00047,아우터,패딩,GREY,M,1,459000,0,459000,459000,C39443,M,25,SILVER,간편결제,정상
2025-04-29,O102050,S009,인천신세계점,인천,오프라인,SKU00057,아우터,바람막이,WHITE,M,1,119000,0,119000,119000,C39443,M,25,SILVER,간편결제,정상
2025-04-29,O102051,S017,파주아울렛,경기,아울렛,SKU00071,원피스,니트 원피스,DENIM_BLUE,M,1,119000,60,47000,47000,C39008,F,20,비회원,카드,정상
2025-04-29,O102052,S002,명동점,서울,오프라인,SKU00076,하의,조거 팬츠,IVORY,L,2,89000,0,89000,178000,C40146,M,25,일반,카드,정상
2025-04-29,O102053,S018,김해아울렛,부산,아울렛,SKU00012,데님,데님 자켓,IVORY,M,2,159000,40,95000,190000,C70114,F,20,SILVER,간편결제,정상
2025-04-29,O102054,S008,고양스타필드,경기,오프라인,SKU00094,가방,크로스백,KHAKI,FREE,2,189000,0,189000,378000,C52815,F,40,비회원,카드,정상
2025-04-29,O102054,S008,고양스타필드,경기,오프라인,SKU00128,액세서리,벨트,BEIGE,FREE,1,79000,0,79000,79000,C52815,F,40,비회원,카드,정상
2025-04-30,O102055,S103,29CM입점,온라인,온라인,SKU00101,가방,백팩,GREY,FREE,1,169000,0,169000,169000,C16858,F,25,SILVER,간편결제,정상
2025-04-30,O102055,S103,29CM입점,온라인,온라인,SKU00041,아우터,트렌치코트,GREY,M,1,329000,20,263000,263000,C16858,F,25,SILVER,간편결제,정상
2025-04-30,O102055,S103,29CM입점,온라인,온라인,SKU00083,하의,미니 스커트,GREY,S,1,69000,20,55000,55000,C16858,F,25,SILVER,간편결제,정상
2025-04-30,O102055,S103,29CM입점,온라인,온라인,SKU00125,신발,샌들,BLACK,270,1,129000,0,129000,129000,C16858,F,25,SILVER,간편결제,정상
2025-04-30,O102056,S012,대구동성로점,대구,오프라인,SKU00018,데님,데님 셔츠,DENIM_BLUE,XL,1,89000,0,89000,89000,C55782,F,35,SILVER,현금,정상
2025-04-30,O102056,S012,대구동성로점,대구,오프라인,SKU00128,액세서리,벨트,BEIGE,FREE,2,79000,0,79000,158000,C55782,F,35,SILVER,현금,정상
2025-04-30,O102056,S012,대구동성로점,대구,오프라인,SKU00032,상의,후드티,BROWN,L,1,89000,0,89000,89000,C55782,F,35,SILVER,현금,정상
2025-04-30,O102057,S017,파주아울렛,경기,아울렛,SKU00031,상의,후드티,WHITE,L,1,89000,60,35000,35000,C27230,F,30,일반,간편결제,정상
2025-04-30,O102057,S017,파주아울렛,경기,아울렛,SKU00138,액세서리,선글라스,GREY,FREE,1,119000,50,59000,59000,C27230,F,30,일반,간편결제,정상
2025-04-30,O102058,S011,부산센텀시티,부산,오프라인,SKU00011,데님,데님 자켓,KHAKI,M,1,159000,0,159000,159000,C10101,M,30,일반,간편결제,정상
2025-04-30,O102059,S104,SSF샵입점,온라인,온라인,SKU00079,하의,조거 팬츠,WHITE,S,1,89000,10,80000,80000,C56989,M,35,비회원,카드,정상
2025-04-30,O102060,S001,강남플래그십,서울,오프라인,SKU00012,데님,데님 자켓,IVORY,XS,2,159000,20,127000,254000,C76215,F,35,일반,카드,정상
2025-04-30,O102060,S001,강남플래그십,서울,오프라인,SKU00025,상의,로고 티셔츠,KHAKI,XS,1,49000,0,49000,49000,C76215,F,35,일반,카드,정상
2025-04-30,O102060,S001,강남플래그십,서울,오프라인,SKU00132,액세서리,모자,WHITE,FREE,1,49000,0,49000,49000,C76215,F,35,일반,카드,정상
2025-04-30,O102061,S102,무신사입점,온라인,온라인,SKU00143,액세서리,지갑,GREY,FREE,1,99000,0,99000,99000,C46837,M,35,VIP,카드,정상
2025-04-30,O102062,S016,여주아울렛,경기,아울렛,SKU00012,데님,데님 자켓,IVORY,M,1,159000,50,79000,79000,C56178,F,30,GOLD,간편결제,정상
2025-04-30,O102062,S016,여주아울렛,경기,아울렛,SKU00086,하의,롱 스커트,KHAKI,L,1,99000,50,49000,49000,C56178,F,30,GOLD,간편결제,정상
2025-04-30,O102063,S013,광주충장로점,광주,오프라인,SKU00041,아우터,트렌치코트,GREY,XS,1,329000,0,329000,329000,C78682,F,20,일반,상품권,정상
2025-04-30,O102064,S104,SSF샵입점,온라인,온라인,SKU00054,아우터,가디건,RED,M,1,139000,0,139000,139000,C48061,M,25,SILVER,상품권,정상
2025-04-30,O102064,S104,SSF샵입점,온라인,온라인,SKU00058,아우터,바람막이,NAVY,XS,2,119000,0,119000,238000,C48061,M,25,SILVER,상품권,정상
2025-04-30,O102064,S104,SSF샵입점,온라인,온라인,SKU00103,가방,백팩,BROWN,FREE,1,169000,0,169000,169000,C48061,M,25,SILVER,상품권,정상
2025-04-30,O102065,S101,공식몰,온라인,온라인,SKU00073,하의,치노 팬츠,BEIGE,XL,1,79000,0,79000,79000,C84670,F,20,SILVER,간편결제,정상
2025-04-30,O102065,S101,공식몰,온라인,온라인,SKU00021,데님,데님 셔츠,GREY,M,1,89000,0,89000,89000,C84670,F,20,SILVER,간편결제,정상
2025-04-30,O102066,S014,대전둔산점,대전,오프라인,SKU00126,신발,샌들,KHAKI,235,1,129000,0,129000,129000,C77515,M,30,일반,간편결제,정상
2025-04-30,O102067,S002,명동점,서울,오프라인,SKU00064,원피스,롱 원피스,KHAKI,XS,1,159000,10,143000,143000,C89641,F,40,SILVER,현금,정상
2025-04-30,O102068,S007,수원AK점,경기,오프라인,SKU00136,액세서리,선글라스,RED,FREE,1,119000,0,119000,119000,C29208,F,35,일반,간편결제,정상
2025-04-30,O102068,S007,수원AK점,경기,오프라인,SKU00055,아우터,가디건,KHAKI,S,1,139000,10,125000,125000,C29208,F,35,일반,간편결제,정상
2025-04-30,O102069,S008,고양스타필드,경기,오프라인,SKU00028,상의,크롭 티,BROWN,XL,1,39000,20,31000,31000,C36222,F,30,비회원,상품권,정상
2025-04-30,O102070,S012,대구동성로점,대구,오프라인,SKU00068,원피스,롱 원피스,BLACK,XS,1,159000,0,159000,159000,C72978,F,20,일반,카드,정상
2025-05-01,O102071,S011,부산센텀시티,부산,오프라인,SKU00130,액세서리,벨트,RED,FREE,3,79000,10,71000,213000,C96269,F,50,SILVER,카드,정상
2025-05-01,O102072,S101,공식몰,온라인,온라인,SKU00118,신발,로퍼,KHAKI,245,1,189000,0,189000,189000,C82163,F,30,비회원,간편결제,정상
2025-05-01,O102072,S101,공식몰,온라인,온라인,SKU00097,가방,토트백,RED,FREE,-1,229000,0,229000,-229000,C82163,F,30,비회원,간편결제,반품
2025-05-01,O102073,S010,부산서면점,부산,오프라인,SKU00058,아우터,바람막이,NAVY,M,1,119000,0,119000,119000,C38804,F,20,일반,현금,정상
2025-05-01,O102074,S008,고양스타필드,경기,오프라인,SKU00070,원피스,니트 원피스,BROWN,L,1,119000,0,119000,119000,C74450,F,20,VIP,간편결제,정상
2025-05-01,O102074,S008,고양스타필드,경기,오프라인,SKU00128,액세서리,벨트,BEIGE,FREE,1,79000,0,79000,79000,C74450,F,20,VIP,간편결제,정상
2025-05-01,O102074,S008,고양스타필드,경기,오프라인,SKU00097,가방,토트백,RED,FREE,1,229000,0,229000,229000,C74450,F,20,VIP,간편결제,정상
2025-05-01,O102074,S008,고양스타필드,경기,오프라인,SKU00084,하의,롱 스커트,RED,L,1,99000,0,99000,99000,C74450,F,20,VIP,간편결제,정상
2025-05-01,O102075,S002,명동점,서울,오프라인,SKU00027,상의,크롭 티,BEIGE,S,1,39000,10,35000,35000,C47613,F,30,비회원,상품권,정상
2025-05-01,O102076,S101,공식몰,온라인,온라인,SKU00087,하의,롱 스커트,NAVY,XS,1,99000,0,99000,99000,C44392,F,45,일반,카드,정상
2025-05-01,O102076,S101,공식몰,온라인,온라인,SKU00139,액세서리,선글라스,WHITE,FREE,1,119000,20,95000,95000,C44392,F,45,일반,카드,정상
2025-05-01,O102077,S101,공식몰,온라인,온라인,SKU00009,데님,데님 자켓,DENIM_BLUE,XL,1,159000,20,127000,127000,C79101,M,25,SILVER,상품권,정상
2025-05-01,O102078,S003,홍대점,서울,오프라인,SKU00078,하의,조거 팬츠,RED,M,1,89000,0,89000,89000,C72080,M,35,비회원,현금,정상
2025-05-01,O102079,S009,인천신세계점,인천,오프라인,SKU00019,데님,데님 셔츠,BEIGE,S,2,89000,0,89000,178000,C29552,F,30,VIP,카드,정상
2025-05-01,O102079,S009,인천신세계점,인천,오프라인,SKU00077,하의,조거 팬츠,DENIM_BLUE,M,1,89000,0,89000,89000,C29552,F,30,VIP,카드,정상
2025-05-01,O102080,S004,잠실롯데점,서울,오프라인,SKU00068,원피스,롱 원피스,BLACK,XS,1,159000,0,159000,159000,C14137,F,30,VIP,카드,정상
2025-05-01,O102080,S004,잠실롯데점,서울,오프라인,SKU00105,가방,미니백,KHAKI,FREE,-1,149000,0,149000,-149000,C14137,F,30,VIP,카드,반품
2025-05-01,O102080,S004,잠실롯데점,서울,오프라인,SKU00117,신발,로퍼,GREY,235,2,189000,0,189000,378000,C14137,F,30,VIP,카드,정상
2025-05-01,O102081,S004,잠실롯데점,서울,오프라인,SKU00037,상의,폴로셔츠,KHAKI,M,1,69000,0,69000,69000,C86042,M,25,GOLD,간편결제,정상
2025-05-01,O102081,S004,잠실롯데점,서울,오프라인,SKU00055,아우터,가디건,KHAKI,M,1,139000,0,139000,139000,C86042,M,25,GOLD,간편결제,정상
2025-05-01,O102081,S004,잠실롯데점,서울,오프라인,SKU00021,데님,데님 셔츠,GREY,M,1,89000,20,71000,71000,C86042,M,25,GOLD,간편결제,정상
2025-05-01,O102082,S004,잠실롯데점,서울,오프라인,SKU00060,원피스,미니 원피스,NAVY,S,1,129000,0,129000,129000,C83710,F,25,GOLD,카드,정상
2025-05-01,O102083,S101,공식몰,온라인,온라인,SKU00107,가방,미니백,DENIM_BLUE,FREE,1,149000,10,134000,134000,C50595,F,30,비회원,간편결제,정상
2025-05-01,O102083,S101,공식몰,온라인,온라인,SKU00013,데님,데님 자켓,WHITE,L,1,159000,0,159000,159000,C50595,F,30,비회원,간편결제,정상
2025-05-01,O102084,S017,파주아울렛,경기,아울렛,SKU00091,하의,반바지,WHITE,L,1,49000,40,29000,29000,C37876,F,20,일반,현금,정상
2025-05-01,O102085,S005,여의도IFC점,서울,오프라인,SKU00069,원피스,니트 원피스,BLACK,XS,1,119000,20,95000,95000,C96690,M,35,일반,상품권,정상
2025-05-01,O102086,S015,제주연동점,제주,오프라인,SKU00001,데님,청바지 슬림핏,WHITE,XL,2,89000,0,89000,178000,C91033,M,35,비회원,상품권,정상
2025-05-02,O102087,S008,고양스타필드,경기,오프라인,SKU00019,데님,데님 셔츠,BEIGE,XS,1,89000,0,89000,89000,C90592,F,20,VIP,현금,정상
2025-05-02,O102088,S014,대전둔산점,대전,오프라인,SKU00090,하의,반바지,IVORY,L,2,49000,0,49000,98000,C69103,F,25,일반,카드,정상
2025-05-02,O102088,S014,대전둔산점,대전,오프라인,SKU00010,데님,데님 자켓,BLACK,XS,1,159000,0,159000,159000,C69103,F,25,일반,카드,정상
2025-05-02,O102089,S103,29CM입점,온라인,온라인,SKU00010,데님,데님 자켓,BLACK,L,2,159000,0,159000,318000,C63346,F,25,SILVER,간편결제,정상
2025-05-02,O102090,S015,제주연동점,제주,오프라인,SKU00133,액세서리,모자,IVORY,FREE,1,49000,0,49000,49000,C78295,M,30,SILVER,간편결제,정상
2025-05-02,O102091,S003,홍대점,서울,오프라인,SKU00014,데님,데님 스커트,KHAKI,L,1,79000,0,79000,79000,C95148,F,30,일반,카드,정상
2025-05-02,O102092,S015,제주연동점,제주,오프라인,SKU00052,아우터,가디건,BROWN,XS,1,139000,0,139000,139000,C39087,M,25,SILVER,카드,정상
2025-05-02,O102093,S003,홍대점,서울,오프라인,SKU00007,데님,청바지 와이드,KHAKI,S,2,99000,0,99000,198000,C85200,M,40,일반,현금,정상
2025-05-02,O102094,S003,홍대점,서울,오프라인,SKU00072,하의,치노 팬츠,WHITE,S,1,79000,10,71000,71000,C56749,F,40,VIP,상품권,정상
2025-05-02,O102094,S003,홍대점,서울,오프라인,SKU00078,하의,조거 팬츠,RED,XL,1,89000,10,80000,80000,C56749,F,40,VIP,상품권,정상
2025-05-02,O102094,S003,홍대점,서울,오프라인,SKU00096,가방,토트백,WHITE,FREE,2,229000,0,229000,458000,C56749,F,40,VIP,상품권,정상
2025-05-02,O102095,S004,잠실롯데점,서울,오프라인,SKU00063,원피스,미니 원피스,KHAKI,XS,2,129000,20,103000,206000,C99090,F,40,SILVER,간편결제,정상
2025-05-02,O102096,S102,무신사입점,온라인,온라인,SKU00055,아우터,가디건,KHAKI,L,1,139000,10,125000,125000,C86764,M,25,VIP,간편결제,정상
2025-05-02,O102096,S102,무신사입점,온라인,온라인,SKU00117,신발,로퍼,GREY,245,1,189000,0,189000,189000,C86764,M,25,VIP,간편결제,정상
2025-05-02,O102097,S101,공식몰,온라인,온라인,SKU00051,아우터,블레이저,GREY,XL,1,259000,20,207000,207000,C66042,F,25,비회원,카드,정상
2025-05-02,O102097,S101,공식몰,온라인,온라인,SKU00085,하의,롱 스커트,DENIM_BLUE,S,1,99000,0,99000,99000,C66042,F,25,비회원,카드,정상
2025-05-02,O102097,S101,공식몰,온라인,온라인,SKU00100,가방,백팩,KHAKI,FREE,1,169000,10,152000,152000,C66042,F,25,비회원,카드,정상
2025-05-02,O102098,S003,홍대점,서울,오프라인,SKU00100,가방,백팩,KHAKI,FREE,1,169000,0,169000,169000,C41644,F,30,일반,상품권,정상
2025-05-02,O102098,S003,홍대점,서울,오프라인,SKU00094,가방,크로스백,KHAKI,FREE,1,189000,10,170000,170000,C41644,F,30,일반,상품권,정상
2025-05-02,O102098,S003,홍대점,서울,오프라인,SKU00059,원피스,미니 원피스,BEIGE,M,1,129000,0,129000,129000,C41644,F,30,일반,상품권,정상
2025-05-02,O102098,S003,홍대점,서울,오프라인,SKU00032,상의,후드티,BROWN,L,1,89000,0,89000,89000,C41644,F,30,일반,상품권,정상
2025-05-02,O102099,S101,공식몰,온라인,온라인,SKU00103,가방,백팩,BROWN,FREE,1,169000,0,169000,169000,C34638,F,35,VIP,현금,정상
2025-05-02,O102099,S101,공식몰,온라인,온라인,SKU00115,신발,스니커즈,NAVY,230,1,159000,0,159000,159000,C34638,F,35,VIP,현금,정상
2025-05-02,O102100,S103,29CM입점,온라인,온라인,SKU00065,원피스,롱 원피스,BEIGE,S,1,159000,20,127000,127000,C57267,M,20,SILVER,카드,정상
2025-05-02,O102100,S103,29CM입점,온라인,온라인,SKU00139,액세서리,선글라스,WHITE,FREE,3,119000,0,119000,357000,C57267,M,20,SILVER,카드,정상
2025-05-02,O102101,S101,공식몰,온라인,온라인,SKU00007,데님,청바지 와이드,KHAKI,XL,2,99000,0,99000,198000,C57463,F,25,일반,간편결제,정상
2025-05-02,O102101,S101,공식몰,온라인,온라인,SKU00002,데님,청바지 슬림핏,BLACK,XS,1,89000,20,71000,71000,C57463,F,25,일반,간편결제,정상
2025-05-02,O102101,S101,공식몰,온라인,온라인,SKU00029,상의,크롭 티,BLACK,XS,1,39000,0,39000,39000,C57463,F,25,일반,간편결제,정상
2025-05-02,O102101,S101,공식몰,온라인,온라인,SKU00107,가방,미니백,DENIM_BLUE,FREE,1,149000,0,149000,149000,C57463,F,25,일반,간편결제,정상
2025-05-02,O102102,S018,김해아울렛,부산,아울렛,SKU00023,상의,로고 티셔츠,NAVY,S,1,49000,50,24000,24000,C43079,M,35,일반,카드,정상
2025-05-02,O102103,S017,파주아울렛,경기,아울렛,SKU00144,액세서리,양말 세트,BEIGE,FREE,2,19000,40,11000,22000,C35325,M,40,VIP,카드,정상
2025-05-02,O102104,S104,SSF샵입점,온라인,온라인,SKU00127,신발,샌들,NAVY,265,2,129000,0,129000,258000,C19643,F,25,SILVER,카드,정상
2025-05-02,O102104,S104,SSF샵입점,온라인,온라인,SKU00106,가방,미니백,GREY,FREE,2,149000,0,149000,298000,C19643,F,25,SILVER,카드,정상
2025-05-02,O102104,S104,SSF샵입점,온라인,온라인,SKU00108,가방,미니백,BROWN,FREE,1,149000,0,149000,149000,C19643,F,25,SILVER,카드,정상
2025-05-02,O102105,S003,홍대점,서울,오프라인,SKU00106,가방,미니백,GREY,FREE,1,149000,0,149000,149000,C79508,M,25,일반,카드,정상
2025-05-02,O102105,S003,홍대점,서울,오프라인,SKU00102,가방,백팩,BLACK,FREE,1,169000,0,169000,169000,C79508,M,25,일반,카드,정상
2025-05-02,O102106,S003,홍대점,서울,오프라인,SKU00106,가방,미니백,GREY,FREE,1,149000,0,149000,149000,C92231,F,40,일반,카드,정상
2025-05-02,O102106,S003,홍대점,서울,오프라인,SKU00112,가방,클러치,RED,FREE,1,99000,0,99000,99000,C92231,F,40,일반,카드,정상
2025-05-02,O102107,S011,부산센텀시티,부산,오프라인,SKU00071,원피스,니트 원피스,DENIM_BLUE,XS,1,119000,0,119000,119000,C89886,M,20,비회원,간편결제,정상
2025-05-02,O102107,S011,부산센텀시티,부산,오프라인,SKU00148,액세서리,양말 세트,IVORY,FREE,1,19000,10,17000,17000,C89886,M,20,비회원,간편결제,정상
2025-05-02,O102107,S011,부산센텀시티,부산,오프라인,SKU00059,원피스,미니 원피스,BEIGE,S,3,129000,0,129000,387000,C89886,M,20,비회원,간편결제,정상
2025-05-02,O102108,S018,김해아울렛,부산,아울렛,SKU00098,가방,토트백,BEIGE,FREE,2,229000,30,160000,320000,C93239,M,40,일반,카드,정상
2025-05-02,O102109,S009,인천신세계점,인천,오프라인,SKU00081,하의,미니 스커트,BEIGE,S,2,69000,0,69000,138000,C91869,M,25,일반,카드,정상
2025-05-02,O102109,S009,인천신세계점,인천,오프라인,SKU00067,원피스,롱 원피스,DENIM_BLUE,M,1,159000,0,159000,159000,C91869,M,25,일반,카드,정상
2025-05-03,O102110,S103,29CM입점,온라인,온라인,SKU00080,하의,조거 팬츠,NAVY,S,1,89000,0,89000,89000,C81057,M,30,일반,카드,정상
2025-05-03,O102111,S102,무신사입점,온라인,온라인,SKU00086,하의,롱 스커트,KHAKI,M,1,99000,0,99000,99000,C13214,F,30,비회원,카드,정상
2025-05-03,O102111,S102,무신사입점,온라인,온라인,SKU00015,데님,데님 스커트,BLACK,L,1,79000,0,79000,79000,C13214,F,30,비회원,카드,정상
2025-05-03,O102112,S017,파주아울렛,경기,아울렛,SKU00039,상의,폴로셔츠,DENIM_BLUE,XS,1,69000,40,41000,41000,C89921,F,25,GOLD,카드,정상
2025-05-03,O102113,S008,고양스타필드,경기,오프라인,SKU00006,데님,청바지 와이드,WHITE,S,1,99000,0,99000,99000,C25234,M,25,VIP,간편결제,정상
2025-05-03,O102114,S003,홍대점,서울,오프라인,SKU00120,신발,부츠,BROWN,245,1,259000,20,207000,207000,C10879,F,35,GOLD,상품권,정상
2025-05-03,O102115,S102,무신사입점,온라인,온라인,SKU00145,액세서리,양말 세트,GREY,FREE,2,19000,20,15000,30000,C74076,M,25,GOLD,카드,정상
2025-05-03,O102115,S102,무신사입점,온라인,온라인,SKU00116,신발,스니커즈,KHAKI,250,1,159000,0,159000,159000,C74076,M,25,GOLD,카드,정상
2025-05-03,O102115,S102,무신사입점,온라인,온라인,SKU00056,아우터,바람막이,GREY,L,-2,119000,0,119000,-238000,C74076,M,25,GOLD,카드,반품
2025-05-03,O102116,S017,파주아울렛,경기,아울렛,SKU00027,상의,크롭 티,BEIGE,XS,1,39000,50,19000,19000,C56549,M,45,비회원,간편결제,정상
2025-05-03,O102117,S006,분당현대점,경기,오프라인,SKU00064,원피스,롱 원피스,KHAKI,XS,1,159000,0,159000,159000,C14014,F,30,GOLD,간편결제,정상
2025-05-03,O102118,S101,공식몰,온라인,온라인,SKU00131,액세서리,벨트,GREY,FREE,1,79000,20,63000,63000,C92349,F,50,비회원,카드,정상
